tpr,fpr,thresholds
0.0,0.0,inf
0.041916167664670656,0.010526315789473684,0.8377287291715473
0.059880239520958084,0.010526315789473684,0.8323835980462073
0.0718562874251497,0.010526315789473684,0.8286432254199672
0.07784431137724551,0.010526315789473684,0.8282683069261315
0.10778443113772455,0.021052631578947368,0.823062032181015
0.10778443113772455,0.031578947368421054,0.822958374383084
0.11377245508982035,0.042105263157894736,0.8227169660747127
0.11976047904191617,0.042105263157894736,0.8222626748256626
0.1317365269461078,0.042105263157894736,0.8213928035001257
0.1437125748502994,0.042105263157894736,0.8202593024774799
0.1437125748502994,0.05263157894736842,0.8198448495052268
0.1497005988023952,0.05263157894736842,0.8190984820699431
0.1497005988023952,0.06315789473684211,0.8185633766395958
0.15568862275449102,0.06315789473684211,0.8164381461275699
0.16766467065868262,0.06315789473684211,0.815628002847319
0.17365269461077845,0.06315789473684211,0.8129786003608946
0.19760479041916168,0.06315789473684211,0.8127280734132222
0.2155688622754491,0.06315789473684211,0.8126843669337654
0.23353293413173654,0.06315789473684211,0.8107306379325113
0.24550898203592814,0.06315789473684211,0.8094413554341449
0.25149700598802394,0.06315789473684211,0.8060089879915994
0.2634730538922156,0.06315789473684211,0.8050942866110136
0.2694610778443114,0.06315789473684211,0.7999864191199639
0.2754491017964072,0.07368421052631578,0.7991725571065711
0.31137724550898205,0.07368421052631578,0.7865034040327128
0.31736526946107785,0.08421052631578947,0.7846669567723286
0.31736526946107785,0.09473684210526316,0.7755446761806571
0.3532934131736527,0.09473684210526316,0.7702052098239055
0.3532934131736527,0.11578947368421053,0.76314122357236
0.3652694610778443,0.11578947368421053,0.7603035936403472
0.3652694610778443,0.12631578947368421,0.7570646132567063
0.3772455089820359,0.12631578947368421,0.7478005950771346
0.3772455089820359,0.1368421052631579,0.747429529396911
0.39520958083832336,0.1368421052631579,0.7465511119519028
0.40718562874251496,0.1368421052631579,0.7396724124621982
0.41916167664670656,0.1368421052631579,0.7382205708443998
0.41916167664670656,0.14736842105263157,0.7355176576909981
0.4431137724550898,0.14736842105263157,0.732643619326708
0.4550898203592814,0.14736842105263157,0.7320366891633043
0.4550898203592814,0.15789473684210525,0.7281075678165922
0.47904191616766467,0.15789473684210525,0.7254200099275573
0.47904191616766467,0.16842105263157894,0.7230903428946535
