tpr,fpr,thresholds
0.0,0.0,inf
0.0,0.010526315789473684,0.9721530961292133
0.10778443113772455,0.010526315789473684,0.9019999565079277
0.10778443113772455,0.021052631578947368,0.9019058615422447
0.11976047904191617,0.021052631578947368,0.9005270211291897
0.11976047904191617,0.031578947368421054,0.8941645353550988
0.1377245508982036,0.031578947368421054,0.8868938661323149
0.1377245508982036,0.042105263157894736,0.8862682199317858
0.20958083832335328,0.042105263157894736,0.8662708375801388
0.20958083832335328,0.05263157894736842,0.863423889520961
0.2275449101796407,0.05263157894736842,0.86049560689233
0.2275449101796407,0.07368421052631578,0.8601010778829463
0.2634730538922156,0.07368421052631578,0.8557111894299393
0.2634730538922156,0.09473684210526316,0.8548722259331011
0.3532934131736527,0.09473684210526316,0.8265427955709691
0.3532934131736527,0.10526315789473684,0.8260121621337763
0.40119760479041916,0.10526315789473684,0.8090525016061992
0.40119760479041916,0.11578947368421053,0.8077260306348907
0.41317365269461076,0.11578947368421053,0.8063081861222097
0.41317365269461076,0.12631578947368421,0.7999312592895235
0.41916167664670656,0.12631578947368421,0.7995990412083114
0.41916167664670656,0.1368421052631579,0.7985172505149996
0.4491017964071856,0.1368421052631579,0.7792361522585647
0.4491017964071856,0.15789473684210525,0.7727982471542111
0.49101796407185627,0.15789473684210525,0.7562001028569929
0.49101796407185627,0.16842105263157894,0.753567009590816
0.5209580838323353,0.16842105263157894,0.7485751419672253
0.5209580838323353,0.17894736842105263,0.7425052624945215
0.5329341317365269,0.17894736842105263,0.730191209210614
0.5329341317365269,0.2,0.7248257797617134
0.5988023952095808,0.2,0.6985855655359777
0.5988023952095808,0.22105263157894736,0.6947393202055487
0.6047904191616766,0.22105263157894736,0.6947345666893623
0.6047904191616766,0.25263157894736843,0.6913556869604909
0.6227544910179641,0.25263157894736843,0.6843379930586331
0.6227544910179641,0.2631578947368421,0.6827164530382893
0.6526946107784432,0.2631578947368421,0.6728432419017116
0.6526946107784432,0.2736842105263158,0.6696696291673133
0.688622754491018,0.2736842105263158,0.6412567658450675
0.688622754491018,0.28421052631578947,0.6391877126357091
0.7005988023952096,0.28421052631578947,0.6309263137043449
0.7005988023952096,0.29473684210526313,0.6288302561019602
0.7305389221556886,0.29473684210526313,0.6127675511254194
0.7305389221556886,0.35789473684210527,0.6024482501401817
0.7365269461077845,0.35789473684210527,0.6015418854853078
0.7365269461077845,0.3684210526315789,0.6002253706859638
0.7844311377245509,0.3684210526315789,0.5760677139582736
0.7844311377245509,0.37894736842105264,0.5754111373216105
0.7904191616766467,0.37894736842105264,0.5743191635619423
0.7904191616766467,0.4,0.5725780343083565
0.8023952095808383,0.4,0.5688117857149173
0.8023952095808383,0.4105263157894737,0.5632353957436548
0.8143712574850299,0.4105263157894737,0.5498062525751825
0.8143712574850299,0.42105263157894735,0.5497261707590085
0.8263473053892215,0.42105263157894735,0.5446147596554555
0.8263473053892215,0.43157894736842106,0.5417159136021086
0.844311377245509,0.43157894736842106,0.5342687264319258
0.844311377245509,0.45263157894736844,0.5292106682956083
0.8622754491017964,0.45263157894736844,0.5097593411869757
0.8622754491017964,0.4631578947368421,0.5052475140640612
0.874251497005988,0.4631578947368421,0.48343683371502666
0.874251497005988,0.5157894736842106,0.4655576883812531
0.8802395209580839,0.5157894736842106,0.46226435992732756
0.8802395209580839,0.5263157894736842,0.4611567342429592
0.8922155688622755,0.5263157894736842,0.456633749520881
0.8922155688622755,0.5578947368421052,0.4480621697800294
0.8982035928143712,0.5578947368421052,0.4447056947155676
0.8982035928143712,0.5894736842105263,0.43143475638513507
0.9041916167664671,0.5894736842105263,0.42503781849705546
0.9041916167664671,0.6421052631578947,0.41547040623358206
0.9101796407185628,0.6421052631578947,0.41490656277306637
0.9101796407185628,0.6526315789473685,0.4091240998723291
0.9221556886227545,0.6526315789473685,0.39943861214323817
0.9221556886227545,0.6736842105263158,0.39591439175984144
0.9401197604790419,0.6736842105263158,0.39136016011939956
0.9401197604790419,0.6947368421052632,0.390468433555043
0.9461077844311377,0.6947368421052632,0.3703971239778331
0.9461077844311377,0.7157894736842105,0.3665538649279504
0.9520958083832335,0.7157894736842105,0.36612280268249964
0.9520958083832335,0.7263157894736842,0.36561324615095797
0.9580838323353293,0.7263157894736842,0.35748222083405534
0.9580838323353293,0.7894736842105263,0.3461118008470109
0.9640718562874252,0.7894736842105263,0.33974781602966003
0.9640718562874252,0.8105263157894737,0.3239733676178581
0.9700598802395209,0.8105263157894737,0.32305919611200157
0.9700598802395209,0.8210526315789474,0.32297597590501337
0.9760479041916168,0.8210526315789474,0.3227113223931542
0.9760479041916168,0.8947368421052632,0.2569645998303787
0.9820359281437125,0.8947368421052632,0.2565615797553126
0.9820359281437125,0.9368421052631579,0.22172130126608644
0.9880239520958084,0.9368421052631579,0.2208267081472113
0.9880239520958084,0.968421052631579,0.13637759183412404
0.9940119760479041,0.968421052631579,0.13091421093619107
0.9940119760479041,0.9789473684210527,0.11805900143785159
1.0,0.9789473684210527,0.10937295033211104
1.0,1.0,0.09014748607385878
